timestamp,check_item,stock_name,stock_code,threshold,current_value,status,action_required,notes
2026-03-14 14:10,仓位占比，比亚迪，002594.SZ,<=20%,待填写，待检查，待决定，
2026-03-14 14:10,仓位占比，大麦娱乐，01060.HK,<=20%,待填写，待检查，待决定，
2026-03-14 14:10,仓位占比，三六零，601360.SH,<=20%,待填写，待检查，待决定，
2026-03-14 14:10,仓位占比，吉林敖东，000623.SZ,<=20%,待填写，待检查，待决定，
2026-03-14 14:10,仓位占比，中国中铁，601390.SH,<=20%,待填写，待检查，待决定，
2026-03-14 14:10,仓位占比，理想汽车，02015.HK,<=20%,待填写，待检查，待决定，
2026-03-14 14:10,仓位占比，小米集团，01810.HK,<=20%,待填写，待检查，待决定，
2026-03-14 14:10,仓位占比，地平线机器人，09660.HK,<=20%,待填写，待检查，待决定，
2026-03-14 14:10,止损线，比亚迪，002594.SZ,>=-15%,待填写，待检查，待决定，
2026-03-14 14:10,止损线，大麦娱乐，01060.HK,>=-15%,待填写，待检查，待决定，
2026-03-14 14:10,止损线，三六零，601360.SH,>=-15%,待填写，待检查，待决定，
2026-03-14 14:10,止损线，吉林敖东，000623.SZ,>=-15%,待填写，待检查，待决定，
2026-03-14 14:10,止损线，中国中铁，601390.SH,>=-15%,待填写，待检查，待决定，
2026-03-14 14:10,止损线，理想汽车，02015.HK,>=-15%,待填写，待检查，待决定，
2026-03-14 14:10,止损线，小米集团，01810.HK,>=-15%,待填写，待检查，待决定，
2026-03-14 14:10,止损线，地平线机器人，09660.HK,>=-15%,待填写，待检查，待决定，
2026-03-14 14:10,股东户数变化，比亚迪，002594.SZ,<=10%,待填写，待检查，待决定，季度检查
2026-03-14 14:10,股东户数变化，大麦娱乐，01060.HK,<=10%,待填写，待检查，待决定，季度检查
2026-03-14 14:10,股东户数变化，三六零，601360.SH,<=10%,待填写，待检查，待决定，季度检查
2026-03-14 14:10,股东户数变化，吉林敖东，000623.SZ,<=10%,待填写，待检查，待决定，季度检查
2026-03-14 14:10,股东户数变化，中国中铁，601390.SH,<=10%,待填写，待检查，待决定，季度检查
2026-03-14 14:10,股东户数变化，理想汽车，02015.HK,<=10%,待填写，待检查，待决定，季度检查
2026-03-14 14:10,股东户数变化，小米集团，01810.HK,<=10%,待填写，待检查，待决定，季度检查
2026-03-14 14:10,股东户数变化，地平线机器人，09660.HK,<=10%,待填写，待检查，待决定，季度检查

# 字段说明:
# timestamp - 检查时间
# check_item - 检查项目 (仓位占比/止损线/股东户数变化)
# stock_name - 股票名称
# stock_code - 股票代码
# threshold - 阈值标准
# current_value - 当前值 (每周更新)
# status - 状态 (正常/预警/触发)
# action_required - 需要采取的行动 (待决定/无/减仓/清仓)
# notes - 备注
#
# 状态判断:
# 仓位占比 > 20% → 预警
# 止损线 < -15% → 触发
# 股东户数变化 > 10% → 预警
#
# 检查频率:
# - 仓位占比：每周
# - 止损线：每日 (可设置自动提醒)
# - 股东户数变化：季度
#
# 使用流程:
# 1. 每周一上午更新 current_value
# 2. 根据 threshold 判断 status
# 3. 如触发预警，填写 action_required 并执行
# 4. 在 notes 记录特殊情况
